name,publisher,issn,h_index,keywords,subject_area,open_access,apc_usd,openalex_id,works_count,is_oa,is_in_doaj
Revista Portuguesa de Pneumologia,Elsevier BV,0873-2159,39,"chronic obstructive pulmonary disease (copd) research,tracheal and airway disorders,respiratory support and mechanisms,asthma and respiratory diseases,interstitial lung diseases and idiopathic pulmonary fibrosis",Chronic Obstructive Pulmonary Disease (COPD) Research,true,0,https://openalex.org/S144246672,3838,true,true
Research Journal of Applied Sciences Engineering and Technology,Maxwell Scientific Publications,2040-7459,45,"energy efficient wireless sensor networks,multilevel inverters and converters,mobile ad hoc networks,microgrid control and optimization,customer service quality and loyalty",Energy Efficient Wireless Sensor Networks,true,0,https://openalex.org/S2764376594,3830,true,false
Sichuan Medical Journal,Sichuan Medical Association,,3,"medical research and treatments,traditional chinese medicine studies,anesthesia and pain management,pediatric health and respiratory diseases,anesthesia and neurotoxicity research",Medical Research and Treatments,false,0,https://openalex.org/S2764907195,3825,false,false
計算力学講演会講演論文集,計算力学講演会講演論文集,,1,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,diverse scientific and economic studies,educational robotics and engineering",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306558163,3824,false,false
Journal of Applied Mathematics,Hindawi Publishing Corporation,1110-757X,66,"fractional differential equations solutions,advanced optimization algorithms research,optimization and variational analysis,mathematical and theoretical epidemiology and ecology models,nonlinear differential equations analysis",Fractional Differential Equations Solutions,true,1025,https://openalex.org/S190082376,3823,true,true
IEEE Potentials,Institute of Electrical and Electronics Engineers,0278-6648,55,"diverse scientific and economic studies,educational robotics and engineering,human auditory perception and evaluation,earthquake and disaster impact studies,experimental learning in engineering",Diverse Scientific and Economic Studies,false,0,https://openalex.org/S2902260,3823,false,false
Zhonghua zhongliu fangzhi zazhi,Zhonghua Zhong liu Fang Zhi za Zhi,1673-5269,7,"cancer research and treatments,lung cancer treatments and mutations,rna modifications and cancer,cancer, hypoxia, and metabolism,cancer-related molecular mechanisms research",Cancer Research and Treatments,false,0,https://openalex.org/S2764348286,3813,false,false
Neural Computation,The MIT Press,0899-7667,247,"neural dynamics and brain function,neural networks and applications,advanced memory and neural computing,stochastic dynamics and bifurcation,blind source separation techniques",Neural dynamics and brain function,false,0,https://openalex.org/S207023548,3803,false,false
IEEE Transactions on Neural Networks,Institute of Electrical and Electronics Engineers,1045-9227,265,"neural networks and applications,face and expression recognition,blind source separation techniques,advanced memory and neural computing,fuzzy logic and control systems",Neural Networks and Applications,false,0,https://openalex.org/S42080949,3803,false,false
IET Image Processing,Institution of Engineering and Technology,1751-9659,76,"image and signal denoising methods,advanced image processing techniques,advanced image fusion techniques,image enhancement techniques,medical image segmentation techniques",Image and Signal Denoising Methods,true,2000,https://openalex.org/S83215360,3795,true,true
Xinjiang Yike Daxue xuebao,Xinjiang Medical University,1009-5551,5,"traditional chinese medicine studies,medical research and treatments,traditional chinese medicine analysis,cancer-related molecular mechanisms research,pharmacological effects of natural compounds",Traditional Chinese Medicine Studies,false,0,https://openalex.org/S2764643662,3789,false,false
Journal of College of Physicians And Surgeons Pakistan,Journal of College of Physicians And Surgeons Pakistan,1022-386X,30,"covid-19 clinical research studies,cardiac, anesthesia and surgical outcomes,anesthesia and pain management,inflammatory biomarkers in disease prognosis,innovations in medical education",COVID-19 Clinical Research Studies,true,0,https://openalex.org/S4210202897,3787,true,false
International Journal of Computer Vision,Springer Science+Business Media,0920-5691,287,"advanced vision and imaging,advanced image and video retrieval techniques,robotics and sensor-based localization,advanced neural network applications,human pose and action recognition",Advanced Vision and Imaging,false,2890,https://openalex.org/S25538012,3783,false,false
IJARCCE,IJARCCE,2278-1021,29,"iot-based smart home systems,network security and intrusion detection,artificial intelligence in healthcare,iot and gps-based vehicle safety systems,energy efficient wireless sensor networks",IoT-based Smart Home Systems,true,0,https://openalex.org/S4210187166,3782,true,false
現代の眼,"The National Museum of Modern Art, Tokyo",,0,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,malaria research and control,animal behavior and reproduction",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306554855,3782,false,false
Journal of the Institute of Electronics Engineers of Korea,"Institute of Electronics, Information and Communication Engineers",,9,"internet of things and social network interactions,video coding and compression technologies,analog and mixed-signal circuit design,advanced vision and imaging,advanced data compression techniques",Internet of Things and Social Network Interactions,false,0,https://openalex.org/S2764675581,3781,false,false
EClinicalMedicine,Elsevier BV,2589-5370,142,"covid-19 clinical research studies,sars-cov-2 and covid-19 research,long-term effects of covid-19,global maternal and child health,covid-19 and healthcare impacts",COVID-19 Clinical Research Studies,true,3500,https://openalex.org/S2898347799,3779,true,true
Technology and Health Care,IOS Press,0928-7329,63,"orthopaedic implants and arthroplasty,muscle activation and electromyography studies,stroke rehabilitation and recovery,total knee arthroplasty outcomes,eeg and brain-computer interfaces",Orthopaedic implants and arthroplasty,false,0,https://openalex.org/S2501230301,3775,false,false
Protein Engineering Design and Selection,Oxford University Press,1741-0126,159,"protein structure and dynamics,monoclonal and polyclonal antibodies research,enzyme structure and function,glycosylation and glycoproteins research,rna and protein synthesis mechanisms",Protein Structure and Dynamics,false,0,https://openalex.org/S44492648,3773,false,false
映像情報メディア学会誌 : 映像情報メディア,映像情報メディア学会誌 : 映像情報メディア,,2,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,diverse scientific and economic studies,advanced data compression techniques",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306551931,3759,false,false
臨床放射線,臨床放射線,,4,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,medical imaging techniques and applications,advanced x-ray and ct imaging",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306557312,3751,false,false
Journal of Applied Optics,ying yong guang xue bian ji bu,1002-2082,10,"optical systems and laser technology,advanced measurement and detection methods,infrared target detection methodologies,advanced fiber optic sensors,advanced optical system design",Optical Systems and Laser Technology,false,0,https://openalex.org/S2764877685,3745,false,false
